_id,chapter,question,answer,bookmark,bookinAll,bookTime,rese
376,5,deep ,Away from the surface of the body.,0,0,,
377,5,dermis ,the second layer of skin,0,0,,
378,5,dermis ,"the inner (second) layer of skin, rich in blood vessels and nerves, found beneath the epidermis",0,0,,
379,5,diaphragm ,the major muscle of respiration that separates the chest cavity from the abdominal cavity,0,0,,
380,5,diaphragm ,the muscular structure that divides the chest cavity from the abdominal cavity. A major muscle of respiration,0,0,,
381,5,digestive system ,the structures and organs that ingest and carry food so that absorption and waste elimination can occur,0,0,,
382,5,digestive system ,"system by which food travels through the body and is digested, or broken down into absorbable forms",0,0,,
383,5,dilated ,"expanded, made large",0,0,,
384,5,disk ,fluid filled pad of cartilage between two vertebrae,0,0,,
385,5,distal ,farther away from the torso,0,0,,
386,5,distal ,opposite of proximal; a particular body part is farther from the trunk or farther from another specified point of reference than another part,0,0,,
387,5,dorsal ,referring to the back of the body or the back of the hand or foot. Syn. posterior,0,0,,
388,5,dorsalis pedis artery ,"artery supplying the foot, lateral to the large tendon of the big toe",0,0,,
389,5,electrolyte ,"a substance that, when dissolved in water, separates into charged particles",0,0,,
390,5,endocrine system ,system of glands that produce chemicals called hormones that help regulate many body activities and functions,0,0,,
391,5,epidermis ,the outer layer of skin,0,0,,
392,5,epiglottis ,a leaf shaped structure that prevents food and foreign matter from entering the trachea,0,0,,
393,5,extension ,Act of bending a joint so that the angle between them is increased; returning to anatomical position,0,0,,
394,5,external ,outside the body,0,0,,
395,5,femoral artery ,the major artery that supplies the leg,0,0,,
396,5,femur ,the large bone of the thigh,0,0,,
397,5,fibula ,the lateral and smaller bone of the lower leg,0,0,,
398,5,flexion ,"A bending movement, usually along the sagittal plane, that decreases the angle of the joint and brings the articulating bones closer together",0,0,,
399,5,frontal ,"Largest and longest lobe in each hemisphere. Located in the upper forward half. Association areas are involved with planning, problem-solving, personality, decision making, controlling emotions and speech production",0,0,,
400,5,gallbladder ,a sac on the underside of the liver that stores bile produced by the liver,0,0,,
401,5,horizontal ,A line that goes left to right,0,0,,
402,5,humerus ,"the bone of the upper arm, between the shoulder and the elbow",0,0,,
403,5,ilium ,the superior and widest portion of the pelvis,0,0,,
404,5,inferior ,away from the head; usually compared with another structure that is closer to the head,0,0,,
405,5,inferior ,"Away from the head, or the lower part of a structure",0,0,,
406,5,internal ,inside the body,0,0,,
407,5,involuntary muscle ,muscle that responds automatically to brain signals but cannot be consciously controlled,0,0,,
408,5,ischium ,"the lower, posterior portions of the pelvis",0,0,,
409,5,joint ,the point where two bones come together,0,0,,
410,5,kidneys ,organs of the renal system used to filter blood and regulate fluid levels in the body,0,0,,
411,5,large intestine ,the muscular tube that removes water from waste products received from the small intestine and moves anything not absorbed by the body toward excretion from the body,0,0,,
412,5,larynx ,the voice box,0,0,,
413,5,lateral ,"to the side, away from the midline of the body",0,0,,
414,5,lateral ,Away from the midline of the body,0,0,,
415,5,"layers of skin, outside to inside ","epidermis, dermis, subcutaneous",0,0,,
416,5,ligament ,tissue that connects bone to bone,0,0,,
417,5,liver ,"the largest organ of the body, which produces bile to assist in breakdown of fats and assists in the metabolism of various substances in the body",0,0,,
418,5,lungs ,the organs where exchange of atmospheric oxygen and waste carbon dioxide take place,0,0,,
419,5,malleolus ,protrusion on the side of the ankle. There is the lateral malleolus (from fibula) and medial malleolus (from tibia),0,0,,
420,5,mandible ,the lower jaw bone,0,0,,
421,5,manubrium ,the superior portion of the sternum,0,0,,
422,5,maxillae ,the two fused bones forming the upper jaw,0,0,,
423,5,medial ,toward the midline of the body,0,0,,
424,5,medial ,Closer to the midline of the body,0,0,,
425,5,median ,noting or pertaining to a plane dividing something into 2 equal parts,0,0,,
426,5,metacarpals ,the hand bones,0,0,,
427,5,metatarsals ,the foot bones,0,0,,
428,5,mid-Calavicular line,the line through the center of each clavicle,0,0,,
429,5,midaxillary ,a line drawn vertically from the middle of the armpit to the ankle,0,0,,
430,5,midaxillary ,An imaginary line drawn vertically through the middle of the patient's body when in the profile position dividing the body into the anterior and posterior planes. (PG. 150),0,0,,
431,5,midclavicular ,vertical line intersecting clavicle and running through or just medial to the nipple (2),0,0,,
432,5,midline ,"an imaginary line drawn down the center of the body, dividing it into right and left halves",0,0,,
433,5,midline ,An imaginary vertical line that divides the body into equal right and left sides,0,0,,
434,5,muscle ,tissue that can contract to allow movement of a body part,0,0,,
435,5,musculoskeletal system ,the system of bones and skeletal muscles that support and protect the body and permit movement.,0,0,,
436,5,nasal bones ,the nose bones,0,0,,
437,5,nasopharynx ,the area directly posterior to the nose,0,0,,
438,5,nervous system ,"the system of brain, spinal cord, and nerves that govern sensation, movement, and thought",0,0,,
439,5,orbits ,the bony structures around the eyes; the eye sockets,0,0,,
440,5,oropharynx ,the area directly posterior to the mouth,0,0,,
441,5,ovaries ,egg-producing organs within the female reproductive system,0,0,,
442,5,palmar ,referring to the palm of the hand,0,0,,
443,5,pancreas ,a gland located behind the stomach that produce insulin and juices that assist in digestion of food in the duodenum of the small intestine,0,0,,
444,5,parietal ,Portion of the cerebral cortex lying at the top of the head and toward the rear; receives sensory input for touch and body position.,0,0,,
445,5,patella ,the kneecap,0,0,,
446,5,pelvis ,the basin-shaped bony structure that supports the spine and is the point of proximal attachment for the lower extremities,0,0,,
447,5,penis ,the organ of male reproduction responsible for sexual intercourse and the transfer of sperm,0,0,,
448,5,phalanges ,the toe bones and finger bones,0,0,,
449,5,pharynx ,the area directly posterior to the mouth and nose. It is made up of two parts,0,0,,
450,5,plane ,a flat surface that is formed when slicing through a solid object,0,0,,
451,5,plantar ,referring to the sole of the foot,0,0,,
452,5,plasma ,the fluid portion of the blood,0,0,,
453,5,plasma oncotic pressure ,the pull exerted by large proteins in the plasma portion of blood that tends to pull water from the body into the bloodstream,0,0,,
454,5,platelets ,components of the blood; membrane-enclosed fragments of specialized cells,0,0,,
455,5,posterior ,the back of the body or body part,0,0,,
456,5,posterior tibial artery ,"artery supplying the foot, behind the medial ankle",0,0,,
457,5,prone ,lying face down,0,0,,
458,5,prone ,Face-downward position of the body; lying on the stomach,0,0,,
459,5,proximal ,closer to the torso,0,0,,
460,5,proximal ,"NEARER OR CLOSER TO A POINT OF REFERENCE, GENERALLY APPLIED TO AN EXTREMITY",0,0,,
461,5,pubis ,the medial anterior portion of the pelvis,0,0,,
462,5,radius ,the lateral bone of the forearm,0,0,,
463,5,renal system ,the body system that regulates fluid balance and the filtration of the blood. AKA urinary system,0,0,,
464,5,sagittal ,A longitudinal (vertical) plane that divides the body or any of its parts into right and left portions,0,0,,
465,5,scapula ,the shoulder blade,0,0,,
466,5,semi-Fowlers,"supine, head of bed 30 to 60 degrees",0,0,,
467,5,skeleton ,the bones of the body,0,0,,
468,5,skin ,the layer of tissue between the body and the external environment,0,0,,
469,5,skull ,the bony structure of the head,0,0,,
470,5,sternum ,the breastbone,0,0,,
471,5,stomach ,muscular sac between the esophagus and the small intestine where digestion of food begins,0,0,,
472,5,stretch receptors ,sensors in blood vessels that identify internal pressure,0,0,,
473,5,subcutaneous layers ,the layers of fat and soft tissues found below the dermis,0,0,,
474,5,superficial ,"At, near, or relatively close to the body surface",0,0,,
475,5,superior ,toward the head,0,0,,
476,5,superior ,"A body part is above another part, or is closer to the head",0,0,,
477,5,supine ,lying on the back,0,0,,
478,5,supine ,Body in horizontal position face up (on the back).,0,0,,
479,5,tarsals ,the ankle bones,0,0,,
480,5,tendon ,tissue that connects muscle to bone,0,0,,
481,5,testes ,the male organs of reproduction used for the production of sperm,0,0,,
482,5,The major artery of the arm ,brachial artery,0,0,,
483,5,The spinal column is made up of _______ separate irregularly shaped bones called vertebrae ,33,0,0,,
484,5,thorax ,the chest,0,0,,
485,5,thyroid cartilage ,the wing-shaped plate of cartilage that sits anterior to the larynx and forms the Adam's apple,0,0,,
486,5,tibia ,the medial and larger bone of the lower leg,0,0,,
487,5,torso ,the trunk of the body; the body without the head and the extremities,0,0,,
488,5,trachea ,the windpipe; the structure that connects the pharynx to the lungs,0,0,,
489,5,ulna ,the medial bone of the forearm,0,0,,
490,5,urethra ,tube connecting the bladder to the vagina or penis for excretion of urine,0,0,,
491,5,valve ,a structure that opens and closes to permit the flow of a fluid in only one direction,0,0,,
492,5,venae cavae ,the superior vena cava and the inferior vena cava. These two major veins return blood from the body to the right atrium,0,0,,
493,5,ventral ,referring to the front of the body. Syn. anterior,0,0,,
494,5,venule ,the smallest kind of vein,0,0,,
495,5,vertebrae ,the 33 bones of the spinal column,0,0,,
496,5,vertical ,positioned up and down rather than side to side,0,0,,
497,5,visceral ,"Directional Term that means pertaining to the visceral, or internal organs, especially the abdominal organs.",0,0,,
498,5,voluntary muscle ,muscle that can be consciously controlled,0,0,,
499,5,Which body parts are considered to be 9% of total body surface area ,"head, chest, abdomen, both arms, each leg",0,0,,
500,5,xiphoid process ,the inferior portion of the sternum,0,0,,
501,5,zygomatic arches ,bones that form the structure of the cheeks,0,0,,
502,6,Accessory muscles used in exhalation:,"Abdominal: contract and increase the pressure inside the abdominal cavity, forcing the diaphragm to move higher against the lungs.  Internal intercostal muscles: contract and pull the sternum and ribs downward",0,0,,
503,6,Accessory muscles used in inhalation:,"Sternocleidomastoid: lift the sternum upward, Scalene: elevate ribs 1 and 2, Pectoralis minor: elevate ribs 3 to 5",0,0,,
504,6,acetyl cholinesterase ,"an enzyme that breaks down the neurotransmitter acetylcholine. Nerve agents inhibit the action of this enzyme, allowing acetylcholine to accumulate",0,0,,
505,6,action ,the effect a drug has on the body,0,0,,
506,6,acute ,with rapid onset,0,0,,
507,6,administration ,the route and form by which a drug is given,0,0,,
508,6,Aerobic Metabolism:,The breakdown of a molecule of glucose in the cell in the presence of oxygen to produce energy,0,0,,
509,6,After load:,The resistance in the aorta that must be overcome by contraction of the left ventricle to eject the blood,0,0,,
510,6,AIDS ,A serious (often fatal) disease of the immune system transmitted through blood products especially by sexual contact or contaminated needles. Acquired Immunodefiency Syndrome,0,0,,
511,6,Airway resistance:,The restriction of airflow that is related to the diameter of the airways,0,0,,
512,6,Alveolar Ventilation:,The amount of air moved in and out of the alveoli in one minute. Alveolar Ventilation = (tidal volume – dead air space)X frequency of ventilation/minute,0,0,,
513,6,Alveolar ventilation:,The amount of air that enters the alveoli for gas exchange,0,0,,
514,6,Alzheimer's disease ,disease characterized by cerebral function loss as seen with diseases that affect the brain,0,0,,
515,6,anaerobic ,A process of producing energy that does not require the presence of oxygen.,0,0,,
516,6,anaerobic metabolism ,chemical and physical changes that take place within the cells without the presence of oxygen,0,0,,
517,6,anaerobic metabolism ,the cellular process in which glucose is metabolized into energy without oxygen. Energy is produced in an inefficient manner with many waste products,0,0,,
518,6,Anaerobic Metabolism:,The breakdown of molecules in the cells without the presence of oxygen,0,0,,
519,6,Anatomical dead air space:,"The areas in the respiratory tract where no gas exchange occurs, but air collects during inhalation",0,0,,
520,6,antibodies ,special proteins produced by the immune system that search out antigens and combine with and help to destroy them,0,0,,
521,6,Apneustic center:,The respiratory center in the brain stem that intensifies and prolongs inhalation,0,0,,
522,6,ATP:,"Essentially, energy for the cells that allows them to carry out certain functions;  stands for adenosine triphosphate",0,0,,
523,6,autonomic nervous system ,the division of the peripheral nervous system that controls involuntary motor functions,0,0,,
524,6,Baroreceptors:,"Stretch-sensitive receptors, located in the aortic arch and the carotid sinuses, that detect changes in the blood pressure and send signals to the cardio regulatory center of the brain to alter cardiac strength and rate, or to increase or decrease the vessel diameter",0,0,,
525,6,Breathing is controlled by what receptors?,"Autonomic nervous system receptors: chemoreceptors, lung receptors, and respiratory centers in the brain stem",0,0,,
526,6,By-products of aerobic metabolism:,"Heat, carbon dioxide, and water",0,0,,
527,6,By-products of anaerobic metabolism:,Lactic acid and 2 moles of ATP,0,0,,
528,6,C.D.C. ,Centers for Disease Control and Prevention. maintains statistics and researches the origin/occurrence of infectious diseases in the U.S. Developed guidelines for handling blood and body fluids in a medical setting.,0,0,,
529,6,Carbonic acid:,"How most CO2 is transported in the bloodstream;  as it leaves the cell, it combines with water to form carbonic acid that dissociates into hydrogen and bicarbonate and travels in the bloodstream to the lungs, where it diffuses out and is exhaled",0,0,,
530,6,Cardiac output:,CO = Heart Rate x Stroke Volume,0,0,,
531,6,carrier ,A person who has some pathogen to which he is immune but who can pass it on to others,0,0,,
532,6,cataract ,clouding of the lens of the eye from pathologic changes within the lens,0,0,,
533,6,Cellular metabolism: ,The process in which the body breaks down molecules of glucose and produces energy for normal cell function,0,0,,
534,6,Central Chemoreceptors:,Located near the respiratory center in the medulla;  most sensitive to carbon dioxide and changes in the pH of the cerebrospinal fluid,0,0,,
535,6,Chemoreceptors:,"Constantly monitor the arterial content of oxygen, carbon dioxide, and the blood pH and stimulate a change in respiratory rate and depth;  can be divided into the peripheral chemoreceptors and central chemoreceptors",0,0,,
536,6,chronic kidney disease (CKD) ,progressive loss of kidney function over a period of moths to years,0,0,,
537,6,coma ,"an unconscious state in which a person does not respond to any stimulus, including pain",0,0,,
538,6,communicable ,"Any disease that spreads from one host to another, either directly or indirectly.",0,0,,
539,6,Compliance:,"The measure of the ability of the chest wall and lungs to stretch, distend, and expand",0,0,,
540,6,Components necessary for adequate perfusion:,"Composition of ambient air, Patent airway, Mechanics of ventilation, Regulation of ventilation, Ventilation/perfusion ration, Transport of oxygen and carbon dioxide by the blood, Blood volume, Pump function of the myocardium, Systemic vascular resistance, Microcirculation, and Blood pressure",0,0,,
541,6,conjunctiva ,a thin covering of the inner eyelids and exposed portion of the sclera of the eye,0,0,,
542,6,Contents of Ambient Air:,"79% Nitrogen, 21% Oxygen, 0.9% Argon, and 0.03% Carbon Dioxide",0,0,,
543,6,deoxygenated ,"containing low amounts of oxygen, as with venous blood",0,0,,
544,6,deoxyhemoglobin ,hemoglobin that does not have any oxygen molecules attached to it,0,0,,
545,6,Deoxyhemoglobin:,Hemoglobin that does not have any oxygen attached to it,0,0,,
546,6,diabetes mellitus ,a disease in which the normal relationship between glucose and insulin is altered,0,0,,
547,6,diabetic ketoacidosis ,a condition typically found in type 1 diabetics where the blood glucose level is excessively elevated and insulin level is extremely low to absent,0,0,,
548,6,diabetic retinopathy ,damage to the small blood vessels of the eye from the long-term effects of diabetes mellitus,0,0,,
549,6,dialysate ,a special fluid used for dialysis,0,0,,
550,6,dialysis ,an artificial process used to remove water and waste substances from the blood when the kidneys fail to function properly,0,0,,
551,6,dialysis shunt ,a joining of arterial and venous systems in sic a way that the repeated needle sticks required for dialysis cause a minimal amount of damage to the patient's body,0,0,,
552,6,Difference between FDO2 and FiO2:,"The FiO2 is administered to a patient who is breathing spontaneously and inhaling the air on his own effort, whereas the FDO2 is delivered by a ventilation device to a patient who is not able to breathe on his own.",0,0,,
553,6,diplopia ,double vision,0,0,,
554,6,Distribution of blood in the circulatory system:,"Venous: 64%, Arterial: 13%, Pulmonary vessels: 9%, Capillaries: 7%, Heart: 7%",0,0,,
555,6,Dorsal respiratory group:,Respiratory rhythm center located in the brain stem that controls the rate and depth of normal respirations and is connected to the intercostal muscles and diaphragm,0,0,,
556,6,Edema,Swelling associated with the movement of water into the interstitial space. ,0,0,,
557,6,edema ,swelling associated with the movement of water into the interstitial space,0,0,,
558,6,Electrolyte,A substance when dissolved in water separates into charged particles,0,0,,
559,6,"Emphysema, chronic bronchitis, and many undetermined respiratory illnesses are classified as ",COPD,0,0,,
560,6,Four respiratory control centers in the brain stem:,"The dorsal respiratory group, The ventral respiratory group, Pneumotaxic center, and the apneustic center",0,0,,
561,6,Glycolysis:,The breakdown of glucose into pyruvic acid in the cells,0,0,,
562,6,HIV ,- human immunodeficiency virus; infects certain kinds of T cells in humans and causes the disease know as AIDS,0,0,,
563,6,homeostasis ,Process by which organisms maintain a relatively stable internal environment.,0,0,,
564,6,host ,An organism on which a parasite lives.,0,0,,
565,6,hydrostatic pressure ,the pressure within a blood vessel that tends to push water out of the vessel,0,0,,
566,6,Hydrostatic pressure:,The force inside the vessel or capillary bed generated by the contraction of the heart and the blood pressure;  it exerts a “push” factor on the vessels in that it wants to push fluid out of the vessels,0,0,,
567,6,Hypoglycemia ,Blood sugar less than 60,0,0,,
568,6,Hypoxic drive:,"In a normal, healthy person, the level of carbon dioxide in the blood regulates a person’s desire to take a breath;  this is called hypoxic drive.",0,0,,
569,6,infection ,Contamination or invasion of body tissue by pathogenic organisms,0,0,,
570,6,insulin ,a hormone produced by the pancreas or taken as medicine by many diabetics,0,0,,
571,6,Irritant receptors:,"Found in the airway and are sensitive to irritating gases, aerosols, and particles;  will stimulate a cough, bronchoconstriction, and an increased ventilatory rate",0,0,,
572,6,J-receptors:,"Found in the capillaries surrounding the alveoli;  sensitive to increases in the pressure in the capillary and cause rapid, shallow ventilation when stimulated",0,0,,
573,6,Laryngospasm:,"When the vocal cords spasm shut and air can no longer pass through them;  usually because of injury, insertion of mechanical devices, or administration of some medications",0,0,,
574,6,meningitis ,"An acute inflammation of the meninges, usually caused by a viral or bacterial infection.",0,0,,
575,6,MERSA ,"..., Staph infection that is methicillin resistant.",0,0,,
576,6,metabolism ,the cellular function of converting nutrients into energy,0,0,,
577,6,metabolism ,Chemical processes occurring in cells; including catabolism (breaking down process) and anabolism (building up process),0,0,,
578,6,Microcirculation:,"The flow of blood through the smallest blood vessels – the arterioles, capillaries, and venules",0,0,,
579,6,Minute Volume:,The amount of air moved in and out of the lungs in one minute. Minute Volume = tidal volume (Vt) X frequency of ventilation (f/minute),0,0,,
580,6,Number of ATP molecules when glycolysis is accomplished with oxygen present:,36 Moles,0,0,,
581,6,Oxyhemoglobin:,"Hemoglobin that has oxygen attached to it, as opposed to deoxyhemoglobin which does not have oxygen attached to it",0,0,,
582,6,Partial pressure of Oxygen at sea level:,159mmHg,0,0,,
583,6,pathophysiology ,the study of how disease processes affect the function of the body,0,0,,
584,6,Percentage of Oxygen in ambient air:,21%,0,0,,
585,6,Percentages of CO2 in blood returning to the lungs:,"70% in bicarbonate ions, 23% attached to hemoglobin, 7% dissolved in plasma",0,0,,
586,6,Perfusion:,"The delivery of oxygen, glucose, and other substances to the cells, and the elimination of waste products",0,0,,
587,6,Peripheral Chemoreceptors:,"Located in the aortic arch and the carotid bodies in the neck;  sensitive to CO2 and pH, but are most sensitive to the level of oxygen in the arterial blood",0,0,,
588,6,peripheral nervous system ,the nerves that enter and leave the spinal cord and travel between the brain and organs without passing through the spinal cord,0,0,,
589,6,physiology ,the study of body function,0,0,,
590,6,Plasma oncotic pressure:,"Responsible for keeping fluid inside of the vessel by exerting a “pull” effect;  it is generated by large plasma proteins, which attract water and other fluids;  works opposite hydrostatic pressure, which exerts a “push” effect on the vessel walls",0,0,,
591,6,Pneumotaxic Center:,Sends inhibitory impulses to the apneustic center to turn off the inhalation before the lungs are too full,0,0,,
592,6,Preload:,"The pressure generated in the left ventricle at the end of diastole, in the resting cycle of the cardiac phase",0,0,,
593,6,Primary extracellular ion:,"Na+, Sodium",0,0,,
594,6,Primary interacellular ion:,"K+, Potassium",0,0,,
595,6,Pulse Pressure:,The difference between the diastolic blood pressure reading and the systolic blood pressure reading,0,0,,
596,6,Purpose of the sodium/potassium pump:,"Allows cells to carry out their basic functions, such as muscle contraction",0,0,,
597,6,red blood cells ,components of the blood. They carry oxygen to and carbon dioxide away from the cells,0,0,,
598,6,Respiratory disease that functions on a hypoxic drive rather than a hypercarbic drive:,COPD (chronic obstructive pulmonary disease),0,0,,
599,6,Stretch Receptors,Sensors in the blood vessels designed to identify internal pressure,0,0,,
600,6,Stroke Volume:,"The volume of blood ejected by the left ventricle with each contraction;  determined by preload, cardiac contractility, and after load",0,0,,
601,6,Systemic vascular resistance:,The resistance that is offered to blood flow through a vessel,0,0,,
602,6,The Starling effect states:,That the stretch of the muscle fiber at the end of diastole will determines the force necessary to eject the blood contained within it,0,0,,
603,6,The ventilation/perfusion ratio (V/Q):,The dynamic relationship between the amount of ventilation the alveoli receive and the amount of perfusion through the capillaries surrounding the alveoli,0,0,,
604,6,tuberculosis ,An infectious disease caused by mycobacterium tuberculosis which affects the lungs but can also spread to other parts of the body.,0,0,,
605,6,Two major factors that affect blood pressure:,Cardiac output (CO) x Systemic Vascular Resistance (SVR) = Blood Pressure,0,0,,
606,6,Type _ diabetes usually develops in adults and often is controlled by diet and oral medication. ,2,0,0,,
607,6,"Type _ diabetes usually develops in childhood, and requires at least daily doses of supplemental insulin. ",1,0,0,,
608,6,V/Q:,The ventilation/perfusion ratio;  the dynamic relationship between the amount of ventilation the alveoli receive and the amount of perfusion through the capillaries surrounding the alveoli,0,0,,
609,6,Vasoconstriction:,Term used for decrease in vessel diameter,0,0,,
610,6,Vasodilation:,Term used for increase in vessel diameter,0,0,,
611,6,Ventilation/perfusion ratio:,The relationship between the amount of ventilation the alveoli receive and the amount of perfusion through the capillary surrounding the alveoli,0,0,,
612,6,Ventral Respiratory Group:,"Has both inspiratory and expiratory neurons and is basically inactive during regular ventilation;  used when excessive ventilation is called for;  the VRGi neurons control the accessory muscles of inhalation, while the VRGe neurons control the accessory muscles of exhalation",0,0,,
613,7,late adulthood ,stage of life from 61 years and older,0,0,,
614,7,compression of morbidity ,the concept of maximizing the number of healthy years in one's life while simultaneously minimizing the number of years of disease/disability at the end of life,0,0,,
615,7,early adulthood ,stage of life from 19-40 years,0,0,,
616,7,middle adulthood ,stage of life from 41 to 60 years,0,0,,
617,7,preschool age ,stage of life from 3 to 5 years,0,0,,
618,7,school age ,stage of life from 6 to 12 years,0,0,,
619,7,toddler phase ,stage of life from 12 to 36 months,0,0,,
620,7,Adolescent: ,A child aged 12 to 18 years old ,0,0,,
621,7,Alzheimer's disease: ,A degenerative loss of mental functioning,0,0,,
622,7,Arteriosclerosis: ,Loss of vascular wall elasticity from thickening and hardening ,0,0,,
623,7,Aspirin overdose in children can cause:,"Coma, shock, seizures",0,0,,
624,7,Assess toddlers starting at what part of the body?,"The feet, as starting with the head can scare them",0,0,,
625,7,Compensated respiratory distress: ,Increased respiratory effort in response to impaired respiratory function; an early sign,0,0,,
626,7,Decompensated respiratory failure: ,When respiratory compensatory mechanisms have begun to fail and respiration becomes inadequate ,0,0,,
627,7,Delirium: ,"An acute change in mental status, usually involving a serious medical condition;  can be caused by medications, fluid or electrolyte imbalances, or fever ",0,0,,
628,7,Dementia: ,"A steady decline in mental performance, usually occurring over several months or years;  most commonly affects memory, the ability to concentrate, and the ability to perform tasks",0,0,,
629,7,Fontanelle: ,The soft spot on the top of an infant’s head where the bony plates of the skull have yet to fuse together,0,0,,
630,7,Infant: ,A child who is less than 1 year of age ,0,0,,
631,7,Infants breath through their Nose/Mouth,Nose,0,0,,
632,7,Kyphosis: ,"The abnormal curvature of the spine, where a patient is frequently found leaning forward ",0,0,,
633,7,Most common causes of shock in infants:,"Infection, trauma, blood loss and dehydration.",0,0,,
634,7,Nasal flaring: ,Occurs as the infant tries to expand the size of the airway by expanding the nostrils ,0,0,,
635,7,Near drowning: ,Survival past 24 hours after suffocation due to submersion in liquid ,0,0,,
636,7,Neuropathy: ,"Any disease of the nerves;  typically seen as peripheral neuropathy, where there is a loss of feeling and sensation in the hands and feet",0,0,,
637,7,Newborn: ,An infant from birth to 1 month of age,0,0,,
638,7,Osteoporosis: ,Loss of bone minerals resulting in brittle easily fractured bones,0,0,,
639,7,Pediatric Assessment Triangle (PAT): ,"Assessing infants on three levels:  appearance, work of breathing, and circulation to the skin ",0,0,,
640,7,Pneumonia: ,An infection of the lungs usually caused by bacteria or virus;  associated breathing difficulty and fever are common ,0,0,,
641,7,Preschool-age child: ,A child who is from 3 to 6 years of age,0,0,,
642,7,Recommended rate of ventilation for infants and children: ,Every 3 seconds or 20 per minute ,0,0,,
643,7,Retractions: ,"The use of accessory muscles to increase the work of breathing, which appears as the sucking in of the muscles between the ribs and at the neck",0,0,,
644,7,School-age child: ,A child who is 6 to 12 years of age,0,0,,
645,7,Secondary drowning: ,A rapid deterioration of respiratory status from several to 96 hours after resuscitation ,0,0,,
646,7,SIDS: ,"Sudden infant death syndrome: the sudden unexplained death of an infant, generally between the ages of 1 month and 1 year, for which there is no discernible cause",0,0,,
647,7,Signs of dehydration in an infant:,"A child that has decreased urine output, no tears when crying, and not responding appropriately is suffering from a severe case of dehydration. ",0,0,,
648,7,Silent heart attack: ,A heart attack that does not produce any pain;  frequently found in geriatrics ,0,0,,
649,7,Stenosis: ,Constriction or narrowing of a passage or opening such as a heart valve,0,0,,
650,7,Suction children and infants for:,10 to 15 seconds ,0,0,,
651,7,Suctioning an infant for too long will:,"Cause stimulation of the vegas nerve, which can cause dangerous bradycardias.",0,0,,
652,7,Syncope: ,"A condition usually referred to as a simple “faint”;  caused by a decrease in blood flow to the brain, and usually resolves itself quickly",0,0,,
653,7,The difference between how you insert an Oral Airway in a 5-year-old and an adult is: ,"Insert the OPA the same direction as you want it placed in the child. Flipping the OPA over, as you would in an adult, can tear the child's pallet. ",0,0,,
654,7,The soft spot on an infants skull is called:,Fontanelle,0,0,,
655,7,Time period that infants and children are at risk for meningitis,From 1 month to 5 years old,0,0,,
656,7,Toddler: ,A child who is 1 to 3 years of age,0,0,,
657,7,Transient ischemic attack (TIA): ,Stroke-like symptoms that resolve within 24 hours and leave no deficits ,0,0,,
658,7,Treatment for an infant with a high fever:,Monitor for shivering while cooling with tepid water,0,0,,
659,7,Upper airway inflammation that causes a seal like bark,Croup,0,0,,
660,8,___ ___ is part of a syndrome called chronic obstructive pulmonary disease (COPD) ,chronic bronchitis,0,0,,
661,8,___ ___ is usually caused by viruses or bacteria and may last several days or weeks. ,Acute bronchitis,0,0,,
662,8,Alveoli: ,The air sacs in the lungs where gas exchange takes place,0,0,,
663,8,Apnea: ,"Lack of breathing, absence of respiratory activity",0,0,,
664,8,Apnic:,Not breathing,0,0,,
665,8,Asphyxia:,To suffocate;  can be a result of chemical or mechanical means,0,0,,
666,8,Aspiration:,"Inhaling of foreign substances into the trachea, bronchial tree, and lungs",0,0,,
667,8,Asthma: ,A reactive airway disease;  a stimulant usually triggers a response by the body that involves the constriction of the bronchioles,0,0,,
668,8,Auscultation:,"Listening for sounds within the body, usually with a stethoscope",0,0,,
669,8,Bag-valve-mask: ,"Ventilation device consisting of a self-inflating bag, a one-way valve, a mask, and an oxygen reservoir;  used to help someone who is not breathing ventilate with an EMT’s assistance",0,0,,
670,8,Bradypnea:,Respiratory rate slower than eight respirations per minute,0,0,,
671,8,Bradypnic:,Slow breathing,0,0,,
672,8,Bronchi: ,The two major branches of the trachea into each lung,0,0,,
673,8,Bronchioles:,Smaller tubes that connect the bronchi to the alveoli,0,0,,
674,8,Cricoid pressure: ,"Also known as the Sellick maneuver;  a technique used to reduce complications associated with positive pressure ventilation when using a pocket mask;  can reduce incidence of gastric inflation, regurgitation, and aspiration of the gastric contents;  accomplished by placing fingers on the base of the thyroid cartilage on the cricothyroid membrane and applying pressure",0,0,,
675,8,Cricoid ring:,A firm cartilage ring just inferior to the lower portion of the larynx ,0,0,,
676,8,Croup: ,A viral infection typically associated with a seal-like bark and found mostly in children,0,0,,
677,8,Cyanosis: ,Bluish-gray color indicative of poor circulatory perfusion,0,0,,
678,8,Diaphragm: ,"The large, dome-shaped muscle that separates the thoracic cavity from the abdominal cavity;  primary muscle for respiration ",0,0,,
679,8,Dyspnea: ,Difficulty breathing,0,0,,
680,8,Emphysema: ,"An obstructive pulmonary disease, causing decreased lung compliance and the alveoli to lose their shape when a patient breathes out;   usually, emphysema is a result of long-term smoking or pollutant exposure",0,0,,
681,8,Epiglottis: ,The flap-like structure that prevents food and liquid from entering the trachea during swallowing,0,0,,
682,8,External Respiration:,"The gas exchange process that occurs between the alveoli and the surrounding pulmonary capillaries;  the opposite of internal respiration, which occurs between cells and capillaries ",0,0,,
683,8,Glottis: ,The passageway into the trachea from the pharynx ,0,0,,
